ID,name_of_agent,longitude,latitude,time_of_measure,NO2_concentration,O3_concentration,PM10_concentration,PM25_concentration
147,worker[6],892287.0296152809,6245530.403925694,date ('2021-05-27 07:52:40'),62.26222356160482,44.42222222222222,30.97888946533203,11.21666628519694
148,worker[6],892300.9236508243,6245511.771738326,date ('2021-05-27 07:52:45'),68.63250268300374,44.43333333333333,31.787083379427592,11.418750381469726
149,worker[6],892301.9764532249,6245488.4741099,date ('2021-05-27 07:52:50'),68.65166935390896,44.44444444444444,31.795277823342218,11.42083371480306
150,worker[6],892291.4243073385,6245467.367871048,date ('2021-05-27 07:52:55'),61.15347271495395,44.55555555555556,30.49166742960612,11.12291685740153
151,worker[6],892278.2531275634,6245447.810263596,date ('2021-05-27 07:53:00'),61.360001436869304,44.66666666666667,30.8,11.125000190734863
152,worker[6],892262.7197797811,6245430.031381243,date ('2021-05-27 07:53:05'),59.52444453239441,44.689305555555556,30.519861698150635,11.127083524068198
153,worker[6],892256.6946790002,6245408.615527057,date ('2021-05-27 07:53:10'),60.430834685431584,44.888888888888886,30.728055217530994,11.129166857401529
154,worker[6],892271.8902399937,6245391.314355956,date ('2021-05-27 07:53:15'),62.21500067710876,44.81125,30.825,11.04249985218048
155,worker[6],892290.2793094883,6245376.504673616,date ('2021-05-27 07:53:20'),63.566666497124565,44.82222222222222,30.93333371480306,11.233332951863607
156,worker[6],892310.0443174647,6245363.921617051,date ('2021-05-27 07:53:25'),63.58458316591051,44.833194444444445,30.941667048136395,11.23541628519694
157,worker[6],892333.2797382281,6245362.107647483,date ('2021-05-27 07:53:30'),57.84583409627279,44.844166666666666,29.96083375612895,10.84833337465922
158,worker[6],892356.6965716141,6245365.130308905,date ('2021-05-27 07:53:35'),58.74180435604519,44.74444444444445,30.369027818573848,10.950278098053403
159,worker[6],892380.1620523076,6245366.179758543,date ('2021-05-27 07:53:40'),66.87500264909532,44.75555555555556,31.17722149954902,11.252221881018745
160,worker[6],892394.5726856665,6245382.152816834,date ('2021-05-27 07:53:45'),60.935416062672935,44.666666666666664,30.575000762939453,11.054166515668234
161,worker[6],892404.0963660608,6245403.750750472,date ('2021-05-27 07:53:50'),62.68444452285767,44.588055555555556,30.873055516348945,11.145833524068196
162,worker[6],892416.7715053365,6245423.638021141,date ('2021-05-27 07:53:55'),60.87180608643426,44.48888888888889,30.68152716954549,11.14791685740153
163,worker[6],892431.7680976111,6245441.793965837,date ('2021-05-27 07:54:00'),55.75999984741211,44.5,30.4,10.960000324249268
164,worker[6],892452.0083284618,6245453.59221416,date ('2021-05-27 07:54:05'),61.298332108391655,44.41111111111111,30.998472566074796,11.252082951863606
165,worker[6],892474.9407603545,6245459.181127893,date ('2021-05-27 07:54:10'),57.275000148349335,44.422222222222224,30.31666628519694,10.963889214727613
166,worker[6],892498.1009420765,6245463.757777722,date ('2021-05-27 07:54:15'),56.59249938329061,44.323750000000004,30.315416248639423,10.965833659966787
167,worker[6],892521.2127572008,6245468.587733432,date ('2021-05-27 07:54:20'),59.272222222222226,44.335,30.623889615800646,11.158333524068198
168,worker[6],892544.325518843,6245473.413167834,date ('2021-05-27 07:54:25'),61.9530561765035,44.25555555555555,30.82305528057946,11.160416857401529
169,worker[6],892567.4382804852,6245478.238602236,date ('2021-05-27 07:54:30'),60.58999916712443,44.2575,30.73166600863139,11.162500190734864
170,worker[6],892590.6049506412,6245482.796391705,date ('2021-05-27 07:54:35'),58.826388888888886,44.26875,30.64027847184075,11.164583524068197
171,worker[6],892613.7775301455,6245487.325612667,date ('2021-05-27 07:54:40'),58.353333197699655,44.18,30.557778125339084,10.975555886162653
172,worker[6],892637.0755966649,6245489.472649598,date ('2021-05-27 07:54:45'),59.9449987411499,44.19125,30.75749933719635,11.168750190734864
173,worker[6],892659.297205945,6245482.6386843305,date ('2021-05-27 07:54:50'),60.163332504696314,44.2025,30.766110446718002,11.170833524068197
